start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
0.22058956916099773,0.6733786848072563,74,60,2,2,2,2,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11609977324263039,0.22058956916099773,75,79,2,2,2,2,2,2,2,2,0
